Ore Name,ItemStack,Item ID,Display Name,Wildcard
container1000reclaimed,1xitem.canister_full@16,hbm:item.canister_full,容器： 再生油,false
container1000reclaimed,1xitem.fluid_tank_lead_full@16,hbm:item.fluid_tank_lead_full,危险品罐： 再生油,false
container1000reclaimed,1xitem.fluid_tank_full@16,hbm:item.fluid_tank_full,通用流体罐: 再生油,false
container1000reformate,1xitem.canister_full@91,hbm:item.canister_full,容器： Reformate,false
container1000reformate,1xitem.fluid_tank_lead_full@91,hbm:item.fluid_tank_lead_full,危险品罐： Reformate,false
container1000reformate,1xitem.fluid_tank_full@91,hbm:item.fluid_tank_full,通用流体罐: Reformate,false
container1000reformgas,1xitem.gas_full@99,hbm:item.gas_full,天然气罐 Reformate Gas,false
container1000reformgas,1xitem.fluid_tank_lead_full@99,hbm:item.fluid_tank_lead_full,危险品罐： Reformate Gas,false
container1000reformgas,1xitem.fluid_tank_full@99,hbm:item.fluid_tank_full,通用流体罐: Reformate Gas,false
container1000salient,1xitem.fluid_tank_lead_full@69,hbm:item.fluid_tank_lead_full,危险品罐： 绿色液体,false
container1000salient,1xitem.fluid_tank_full@69,hbm:item.fluid_tank_full,通用流体罐: 绿色液体,false
container1000sas3,1xitem.cell_sas3@0,hbm:item.cell_sas3,三硫化Sa单元,false
container1000sas3,1xitem.fluid_tank_lead_full@31,hbm:item.fluid_tank_lead_full,危险品罐： 三硫化Sa,false
container1000sas3,1xitem.fluid_tank_full@31,hbm:item.fluid_tank_full,通用流体罐: 三硫化Sa,false
container1000schrabidic,1xitem.bucket_schrabidic_acid@0,hbm:item.bucket_schrabidic_acid,一桶Sa酸,false
container1000schrabidic,1xitem.fluid_tank_lead_full@32,hbm:item.fluid_tank_lead_full,危险品罐： Sa酸,false
container1000schrabidic,1xitem.fluid_tank_full@32,hbm:item.fluid_tank_full,通用流体罐: Sa酸,false
container1000seedslurry,1xitem.canister_full@81,hbm:item.canister_full,容器： 播种浆料,false
container1000seedslurry,1xitem.fluid_tank_lead_full@81,hbm:item.fluid_tank_lead_full,危险品罐： 播种浆料,false
container1000seedslurry,1xitem.fluid_tank_full@81,hbm:item.fluid_tank_full,通用流体罐: 播种浆料,false
container1000smear,1xitem.canister_full@14,hbm:item.canister_full,容器： 工业油,false
container1000smear,1xitem.fluid_tank_lead_full@14,hbm:item.fluid_tank_lead_full,危险品罐： 工业油,false
container1000smear,1xitem.fluid_tank_full@14,hbm:item.fluid_tank_full,通用流体罐: 工业油,false
container1000solvent,1xitem.canister_full@83,hbm:item.canister_full,容器： 有机溶剂,false
container1000solvent,1xitem.fluid_tank_lead_full@83,hbm:item.fluid_tank_lead_full,危险品罐： 有机溶剂,false
container1000solvent,1xitem.fluid_tank_full@83,hbm:item.fluid_tank_full,通用流体罐: 有机溶剂,false
container1000sourgas,1xitem.gas_full@93,hbm:item.gas_full,天然气罐 Sour Gas,false
container1000sourgas,1xitem.fluid_tank_lead_full@93,hbm:item.fluid_tank_lead_full,危险品罐： Sour Gas,false
container1000sourgas,1xitem.fluid_tank_full@93,hbm:item.fluid_tank_full,通用流体罐: Sour Gas,false
container1000steam,1xitem.fluid_tank_lead_full@2,hbm:item.fluid_tank_lead_full,危险品罐： 蒸汽,false
container1000steam,1xitem.fluid_tank_full@2,hbm:item.fluid_tank_full,通用流体罐: 蒸汽,false
container1000sulfuricacid,1xitem.bucket_sulfuric_acid@0,hbm:item.bucket_sulfuric_acid,一桶硫酸,false
container1000sulfuricacid,1xitem.fluid_tank_lead_full@75,hbm:item.fluid_tank_lead_full,危险品罐： 硫酸,false
container1000sulfuricacid,1xitem.fluid_tank_full@75,hbm:item.fluid_tank_full,通用流体罐: 硫酸,false
container1000superhotsteam,1xitem.fluid_tank_lead_full@4,hbm:item.fluid_tank_lead_full,危险品罐： 超热蒸汽,false
container1000superhotsteam,1xitem.fluid_tank_full@4,hbm:item.fluid_tank_full,通用流体罐: 超热蒸汽,false
container1000syngas,1xitem.gas_full@86,hbm:item.gas_full,天然气罐 合成气,false
container1000syngas,1xitem.fluid_tank_lead_full@86,hbm:item.fluid_tank_lead_full,危险品罐： 合成气,false
container1000syngas,1xitem.fluid_tank_full@86,hbm:item.fluid_tank_full,通用流体罐: 合成气,false
container1000tritium,1xitem.cell_tritium@0,hbm:item.cell_tritium,氚单元,false
container1000tritium,1xitem.fluid_tank_lead_full@9,hbm:item.fluid_tank_lead_full,危险品罐： 氚,false
container1000tritium,1xitem.fluid_tank_full@9,hbm:item.fluid_tank_full,通用流体罐: 氚,false
container1000uf6,1xitem.cell_uf6@0,hbm:item.cell_uf6,六氟化铀单元,false
container1000uf6,1xitem.fluid_tank_lead_full@29,hbm:item.fluid_tank_lead_full,危险品罐： 六氟化铀,false
container1000uf6,1xitem.fluid_tank_full@29,hbm:item.fluid_tank_full,通用流体罐: 六氟化铀,false
container1000ultrahotsteam,1xitem.fluid_tank_lead_full@5,hbm:item.fluid_tank_lead_full,危险品罐： 超浓密蒸汽,false
container1000ultrahotsteam,1xitem.fluid_tank_full@5,hbm:item.fluid_tank_full,通用流体罐: 超浓密蒸汽,false
container1000unsaturateds,1xitem.fluid_tank_lead_full@68,hbm:item.fluid_tank_lead_full,危险品罐： 不饱和烃,false
container1000unsaturateds,1xitem.fluid_tank_full@68,hbm:item.fluid_tank_full,通用流体罐: 不饱和烃,false
container1000water,1xitem.bucketWater@0,minecraft:water_bucket,水桶,false
container1000water,1xitem.fluid_tank_lead_full@1,hbm:item.fluid_tank_lead_full,危险品罐： 水,false
container1000water,1xitem.fluid_tank_full@1,hbm:item.fluid_tank_full,通用流体罐: 水,false
container1000watz,1xitem.bucket_mud@0,hbm:item.bucket_mud,一桶毒泥,false
container1000watz,1xitem.fluid_tank_lead_full@36,hbm:item.fluid_tank_lead_full,危险品罐： 毒泥浆,false
container1000watz,1xitem.fluid_tank_full@36,hbm:item.fluid_tank_full,通用流体罐: 毒泥浆,false
container1000woodoil,1xitem.canister_full@79,hbm:item.canister_full,容器： 木油,false
container1000woodoil,1xitem.fluid_tank_lead_full@79,hbm:item.fluid_tank_lead_full,危险品罐： 木油,false
container1000woodoil,1xitem.fluid_tank_full@79,hbm:item.fluid_tank_full,通用流体罐: 木油,false
container1000xenon,1xitem.gas_full@40,hbm:item.gas_full,天然气罐 氙气,false
container1000xenon,1xitem.fluid_tank_lead_full@40,hbm:item.fluid_tank_lead_full,危险品罐： 氙气,false
container1000xenon,1xitem.fluid_tank_full@40,hbm:item.fluid_tank_full,通用流体罐: 氙气,false
container1000xpjuice,1xitem.fluid_tank_lead_full@70,hbm:item.fluid_tank_lead_full,危险品罐： 经验汁,false
container1000xpjuice,1xitem.fluid_tank_full@70,hbm:item.fluid_tank_full,通用流体罐: 经验汁,false
container1000xylene,1xitem.canister_full@94,hbm:item.canister_full,容器： BTX,false
container1000xylene,1xitem.fluid_tank_lead_full@94,hbm:item.fluid_tank_lead_full,危险品罐： BTX,false
container1000xylene,1xitem.fluid_tank_full@94,hbm:item.fluid_tank_full,通用流体罐: BTX,false
container100blood,1xitem.iv_blood@0,hbm:item.iv_blood,血袋,false
container100mug,1xitem.can_mug@0,hbm:item.can_mug,MUG牌树根啤酒,false
container100xpjuice,1xitem.iv_xp@0,hbm:item.iv_xp,经验包,false
container100xpjuice,1xitem.expBottle@0,minecraft:experience_bottle,附魔之瓶,false
container125mercury,1xitem.nugget_mercury@0,hbm:item.nugget_mercury,一滴水银,false
container16000acid,1xitem.fluid_barrel_full@35,hbm:item.fluid_barrel_full,流体桶: 过氧化氢,false
container16000amat,1xitem.fluid_barrel_full@33,hbm:item.fluid_barrel_full,流体桶: 反物质,false
container16000aromatics,1xitem.fluid_barrel_full@67,hbm:item.fluid_barrel_full,流体桶: 芳香烃,false
container16000aschrab,1xitem.fluid_barrel_full@34,hbm:item.fluid_barrel_full,流体桶: 反Sa326,false
container16000balefire,1xitem.fluid_barrel_full@41,hbm:item.fluid_barrel_full,流体桶: 野火火箭燃料,false
container16000biofuel,1xitem.fluid_barrel_full@27,hbm:item.fluid_barrel_full,流体桶: 生物燃料,false
container16000biogas,1xitem.fluid_barrel_full@26,hbm:item.fluid_barrel_full,流体桶: 沼气,false
container16000bitumen,1xitem.fluid_barrel_full@13,hbm:item.fluid_barrel_full,流体桶: 沥青,false
container16000blood,1xitem.fluid_barrel_full@84,hbm:item.fluid_barrel_full,流体桶: 血,false
container16000bloodhot,1xitem.fluid_barrel_full@85,hbm:item.fluid_barrel_full,流体桶: 热的血,false
container16000carbondioxide,1xitem.fluid_barrel_full@55,hbm:item.fluid_barrel_full,流体桶: 二氧化碳,false
container16000chlorine,1xitem.fluid_barrel_full@89,hbm:item.fluid_barrel_full,流体桶: Chlorine Gas,false
container16000coalcreosote,1xitem.fluid_barrel_full@80,hbm:item.fluid_barrel_full,流体桶: 煤焦杂酚油,false
container16000coalgas,1xitem.fluid_barrel_full@47,hbm:item.fluid_barrel_full,流体桶: 煤汽油,false
container16000coalgasleaded,1xitem.fluid_barrel_full@74,hbm:item.fluid_barrel_full,流体桶: 含铅煤汽油,false
container16000coaloil,1xitem.fluid_barrel_full@62,hbm:item.fluid_barrel_full,流体桶: 煤液化油,false
container16000colloid,1xitem.fluid_barrel_full@100,hbm:item.fluid_barrel_full,流体桶: Colloid,false
container16000coolant,1xitem.fluid_barrel_full@6,hbm:item.fluid_barrel_full,流体桶: 冷却液,false
container16000coolanthot,1xitem.fluid_barrel_full@76,hbm:item.fluid_barrel_full,流体桶: 热冷却液,false
container16000crackoil,1xitem.fluid_barrel_full@61,hbm:item.fluid_barrel_full,流体桶: 裂化油,false
container16000cryogel,1xitem.fluid_barrel_full@37,hbm:item.fluid_barrel_full,流体桶: 冷凝胶,false
container16000deuterium,1xitem.fluid_barrel_full@8,hbm:item.fluid_barrel_full,流体桶: 氘,false
container16000diesel,1xitem.fluid_barrel_full@20,hbm:item.fluid_barrel_full,流体桶: 柴油,false
container16000dieselcrack,1xitem.fluid_barrel_full@66,hbm:item.fluid_barrel_full,流体桶: 裂化柴油,false
container16000dieselcrackreform,1xitem.fluid_barrel_full@97,hbm:item.fluid_barrel_full,流体桶: High-Octane Cracked Diesel,false
container16000dieselreform,1xitem.fluid_barrel_full@96,hbm:item.fluid_barrel_full,流体桶: High-Octane Diesel,false
container16000enderjuice,1xitem.fluid_barrel_full@71,hbm:item.fluid_barrel_full,流体桶: 末影果汁,false
container16000ethanol,1xitem.fluid_barrel_full@59,hbm:item.fluid_barrel_full,流体桶: 乙醇,false
container16000fracksol,1xitem.fluid_barrel_full@49,hbm:item.fluid_barrel_full,流体桶: 压裂液,false
container16000gas,1xitem.fluid_barrel_full@23,hbm:item.fluid_barrel_full,流体桶: 天然气,false
container16000gasoline,1xitem.fluid_barrel_full@46,hbm:item.fluid_barrel_full,流体桶: 含铅汽油基油,false
container16000gasolineleaded,1xitem.fluid_barrel_full@73,hbm:item.fluid_barrel_full,流体桶: 含铅汽油,false
container16000heatingoil,1xitem.fluid_barrel_full@15,hbm:item.fluid_barrel_full,流体桶: 燃油,false
container16000heatingoilvacuum,1xitem.fluid_barrel_full@95,hbm:item.fluid_barrel_full,流体桶: Heavy Heating Oil,false
container16000heavyoil,1xitem.fluid_barrel_full@12,hbm:item.fluid_barrel_full,流体桶: 重油,false
container16000heavyoilvacuum,1xitem.fluid_barrel_full@90,hbm:item.fluid_barrel_full,流体桶: Vacuum Heavy Oil,false
container16000heavywater,1xitem.fluid_barrel_full@60,hbm:item.fluid_barrel_full,流体桶: 重水,false
container16000helium3,1xitem.fluid_barrel_full@57,hbm:item.fluid_barrel_full,流体桶: 氦-3,false
container16000hotcrackoil,1xitem.fluid_barrel_full@63,hbm:item.fluid_barrel_full,流体桶: 热裂化油,false
container16000hotoil,1xitem.fluid_barrel_full@11,hbm:item.fluid_barrel_full,流体桶: 热原油,false
container16000hotsteam,1xitem.fluid_barrel_full@3,hbm:item.fluid_barrel_full,流体桶: 热蒸汽,false
container16000hydrogen,1xitem.fluid_barrel_full@38,hbm:item.fluid_barrel_full,流体桶: 液氢,false
container16000iongel,1xitem.fluid_barrel_full@103,hbm:item.fluid_barrel_full,流体桶: Ionic Gel,false
container16000kerosene,1xitem.fluid_barrel_full@22,hbm:item.fluid_barrel_full,流体桶: 煤油,false
container16000kerosenereform,1xitem.fluid_barrel_full@98,hbm:item.fluid_barrel_full,流体桶: Jet Fuel,false
container16000lava,1xitem.fluid_barrel_full@7,hbm:item.fluid_barrel_full,流体桶: 岩浆,false
container16000lightoil,1xitem.fluid_barrel_full@21,hbm:item.fluid_barrel_full,流体桶: 轻油,false
container16000lightoilcrack,1xitem.fluid_barrel_full@65,hbm:item.fluid_barrel_full,流体桶: 裂化轻油,false
container16000lightoilvacuum,1xitem.fluid_barrel_full@92,hbm:item.fluid_barrel_full,流体桶: Vacuum Light Oil,false
container16000lpg,1xitem.fluid_barrel_full@25,hbm:item.fluid_barrel_full,流体桶: 液化石油气,false
container16000lubricant,1xitem.fluid_barrel_full@18,hbm:item.fluid_barrel_full,流体桶: 润滑油,false
container16000mercury,1xitem.fluid_barrel_full@42,hbm:item.fluid_barrel_full,流体桶: 水银,false
container16000mug,1xitem.fluid_barrel_full@77,hbm:item.fluid_barrel_full,流体桶: Mug牌树根饮料,false
container16000mughot,1xitem.fluid_barrel_full@78,hbm:item.fluid_barrel_full,流体桶: 热的Mug牌树根饮料,false
container16000mustardgas,1xitem.fluid_barrel_full@102,hbm:item.fluid_barrel_full,流体桶: Mustard Gas,false
container16000naphtha,1xitem.fluid_barrel_full@19,hbm:item.fluid_barrel_full,流体桶: 石脑油,false
container16000naphthacrack,1xitem.fluid_barrel_full@64,hbm:item.fluid_barrel_full,流体桶: 裂化石脑油,false
container16000nitan,1xitem.fluid_barrel_full@28,hbm:item.fluid_barrel_full,流体桶: NITAN牌100号超级燃料,false
container16000nitricacid,1xitem.fluid_barrel_full@82,hbm:item.fluid_barrel_full,流体桶: 硝酸,false
container16000oil,1xitem.fluid_barrel_full@10,hbm:item.fluid_barrel_full,流体桶: 原油,false
container16000oxygen,1xitem.fluid_barrel_full@39,hbm:item.fluid_barrel_full,流体桶: 液氧,false
container16000oxyhydrogen,1xitem.fluid_barrel_full@87,hbm:item.fluid_barrel_full,流体桶: 氢氧混合气,false
container16000pain,1xitem.fluid_barrel_full@43,hbm:item.fluid_barrel_full,流体桶: Pn(III) 钽铁溶液,false
container16000petroil,1xitem.fluid_barrel_full@17,hbm:item.fluid_barrel_full,流体桶: 汽油,false
container16000petroilleaded,1xitem.fluid_barrel_full@72,hbm:item.fluid_barrel_full,流体桶: 含铅石油,false
container16000petroleum,1xitem.fluid_barrel_full@24,hbm:item.fluid_barrel_full,流体桶: 石油气,false
container16000phosgene,1xitem.fluid_barrel_full@101,hbm:item.fluid_barrel_full,流体桶: Phosgene,false
container16000puf6,1xitem.fluid_barrel_full@30,hbm:item.fluid_barrel_full,流体桶: 六氟化钚,false
container16000reclaimed,1xitem.fluid_barrel_full@16,hbm:item.fluid_barrel_full,流体桶: 再生油,false
container16000reformate,1xitem.fluid_barrel_full@91,hbm:item.fluid_barrel_full,流体桶: Reformate,false
container16000reformgas,1xitem.fluid_barrel_full@99,hbm:item.fluid_barrel_full,流体桶: Reformate Gas,false
container16000salient,1xitem.fluid_barrel_full@69,hbm:item.fluid_barrel_full,流体桶: 绿色液体,false
container16000sas3,1xitem.fluid_barrel_full@31,hbm:item.fluid_barrel_full,流体桶: 三硫化Sa,false
container16000schrabidic,1xitem.fluid_barrel_full@32,hbm:item.fluid_barrel_full,流体桶: Sa酸,false
container16000seedslurry,1xitem.fluid_barrel_full@81,hbm:item.fluid_barrel_full,流体桶: 播种浆料,false
container16000smear,1xitem.fluid_barrel_full@14,hbm:item.fluid_barrel_full,流体桶: 工业油,false
container16000solvent,1xitem.fluid_barrel_full@83,hbm:item.fluid_barrel_full,流体桶: 有机溶剂,false
container16000sourgas,1xitem.fluid_barrel_full@93,hbm:item.fluid_barrel_full,流体桶: Sour Gas,false
container16000steam,1xitem.fluid_barrel_full@2,hbm:item.fluid_barrel_full,流体桶: 蒸汽,false
container16000sulfuricacid,1xitem.fluid_barrel_full@75,hbm:item.fluid_barrel_full,流体桶: 硫酸,false
container16000superhotsteam,1xitem.fluid_barrel_full@4,hbm:item.fluid_barrel_full,流体桶: 超热蒸汽,false
container16000syngas,1xitem.fluid_barrel_full@86,hbm:item.fluid_barrel_full,流体桶: 合成气,false
container16000tritium,1xitem.fluid_barrel_full@9,hbm:item.fluid_barrel_full,流体桶: 氚,false
container16000uf6,1xitem.fluid_barrel_full@29,hbm:item.fluid_barrel_full,流体桶: 六氟化铀,false
container16000ultrahotsteam,1xitem.fluid_barrel_full@5,hbm:item.fluid_barrel_full,流体桶: 超浓密蒸汽,false
container16000unsaturateds,1xitem.fluid_barrel_full@68,hbm:item.fluid_barrel_full,流体桶: 不饱和烃,false
container16000water,1xitem.fluid_barrel_full@1,hbm:item.fluid_barrel_full,流体桶: 水,false
container16000watz,1xitem.fluid_barrel_full@36,hbm:item.fluid_barrel_full,流体桶: 毒泥浆,false
container16000woodoil,1xitem.fluid_barrel_full@79,hbm:item.fluid_barrel_full,流体桶: 木油,false
container16000xenon,1xitem.fluid_barrel_full@40,hbm:item.fluid_barrel_full,流体桶: 氙气,false
container16000xpjuice,1xitem.fluid_barrel_full@70,hbm:item.fluid_barrel_full,流体桶: 经验汁,false
container16000xylene,1xitem.fluid_barrel_full@94,hbm:item.fluid_barrel_full,流体桶: BTX,false
container2000tritium,1xitem.rod_zirnox_tritium@0,hbm:item.rod_zirnox_tritium,锆诺克斯 氚燃料棒,false
container250oil,1xtile.ore_oil@0,hbm:tile.ore_oil,油岩,false
container250petroleum,1xtile.ore_gneiss_gas@0,hbm:tile.ore_gneiss_gas,气页岩,false
container_oil,1xitem.itemCapsule0025@45,clayium:itemCapsule0025,粘土液体胶囊 (25mB),false
container_oil,1xitem.bucket_oil@0,Magneticraft:item.bucket_oil,石油桶,false
container_oil,1xitem.for.waxCapsuleOil@0,Forestry:waxCapsuleOil,石油胶囊,false
container_oil,1xitem.for.canOil@0,Forestry:canOil,石油罐,false
container_oil,1xitem.capsule.void@5,MagicBees:capsule.void,石油虚空胶囊,false
container_oil,1xitem.itemCapsule0125@45,clayium:itemCapsule0125,粘土液体胶囊 (125mB),false
container_oil,1xitem.capsule.magic@5,MagicBees:capsule.magic,石油魔力胶囊,false
container_oil,1xitem.itemCapsule0005@45,clayium:itemCapsule0005,粘土液体胶囊 (5mB),false
container_oil,1xitem.bucketOil@0,BuildCraft|Energy:bucketOil,原油桶,false
container_oil,1xitem.itemCapsule0001@45,clayium:itemCapsule0001,粘土液体胶囊 (1mB),false
container_oil,1xitem.itemCapsule@45,clayium:itemCapsule,粘土液体胶囊,false
container_oil,1xitem.for.refractoryOil@0,Forestry:refractoryOil,耐火石油胶囊,false
container_water,1xitem.itemCapsule0025@1,clayium:itemCapsule0025,粘土液体胶囊 (25mB),false
container_water,1xic2.itemCellEmpty@1,IC2:itemCellEmpty,水单元,false
container_water,1xitem.bucketWater@0,minecraft:water_bucket,水桶,false
container_water,1xitem.itemCapsule0125@1,clayium:itemCapsule0125,粘土液体胶囊 (125mB),false
container_water,1xitem.capsule.void@1,MagicBees:capsule.void,水虚空胶囊,false
container_water,1xitem.capsule.magic@1,MagicBees:capsule.magic,水魔力胶囊,false
container_water,1xitem.for.waxCapsuleWater@0,Forestry:waxCapsuleWater,水胶囊,false
container_water,1xitem.for.refractoryWater@0,Forestry:refractoryWater,耐火水胶囊,false
container_water,1xitem.itemCapsule0005@1,clayium:itemCapsule0005,粘土液体胶囊 (5mB),false
container_water,1xitem.potion@0,minecraft:potion,水瓶,false
container_water,1xitem.for.canWater@0,Forestry:canWater,水罐,false
container_water,1xitem.itemCapsule@1,clayium:itemCapsule,粘土液体胶囊,false
container_water,1xitem.itemCapsule0001@1,clayium:itemCapsule0001,粘土液体胶囊 (1mB),false
container_water,1xitem.items.bucketEternalWater@0,evilcraft:bucketEternalWater,永恒水桶,false
conversionMatrix,1xitem.essentialcraft:genItem@30,essentialcraft:genItem,MRU转换矩阵,false
cookedMeat,1xitem.beefCooked@0,minecraft:cooked_beef,牛排,false
cookedMeat,1xitem.chickenCooked@0,minecraft:cooked_chicken,熟鸡肉,false
cookedMeat,1xitem.porkchopCooked@0,minecraft:cooked_porkchop,熟猪排,false
cookedMeat,1xitem.wolf_cooked@0,minefantasy2:MF2_food_wolf_cooked,熟狼排,false
cookedMeat,1xitem.horse_cooked@0,minefantasy2:MF2_food_horse_cooked,熟马肉,false
cookedMeat,1xitem.fish@0,minecraft:cooked_fished,熟鱼,false
cookedMeat,1xitem.fish@1,minecraft:cooked_fished,熟鲑鱼,false
cookedMeat,1xitem.yetimeatcooked@0,arcticmobs:yetimeatcooked,熟雪怪肉,false
cookedMeat,1xitem.makameatcooked@0,plainsmobs:makameatcooked,熟克莱肉,false
cookedMeat,1xitem.firmtofuItem@0,harvestcraft:firmtofuItem,结实豆腐,false
cookedMeat,1xitem.yalemeatcooked@0,mountainmobs:yalemeatcooked,熟耶鲁肉,false
cookedMeat,1xitem.chupacabrameatcooked@0,shadowmobs:chupacabrameatcooked,熟卓帕卡布拉肉,false
cookedMeat,1xitem.muttoncookedItem@0,harvestcraft:muttoncookedItem,熟羊肉,false
cookedMeat,1xitem.pinkymeatcooked@0,demonmobs:pinkymeatcooked,熟的牛鬼肉,false
cookedMeat,1xitem.aspidmeatcooked@0,swampmobs:aspidmeatcooked,熟阿斯匹德肉,false
cookedMeat,1xitem.joustmeatcooked@0,desertmobs:joustmeatcooked,熟的三足骑士肉,false
cookedMeat,1xitem.concapedemeatcooked@0,junglemobs:concapedemeatcooked,熟贝状百足虫肉,false
cookedMeat,1xitem.cephignismeatcooked@0,infernomobs:cephignismeatcooked,熟岩浆鱼肉,false
cookedMeat,1xitem.ikameatcooked@0,saltwatermobs:ikameatcooked,熟伊卡肉,false
cookedMeat,1xitem.calamaricookedItem@0,harvestcraft:calamaricookedItem,熟鱿鱼,false
cookedMochi,2xitem.bambooFood@23,BambooMod:bambooFood,烤麻糬,false
cookingClam,1xitem.defeatedcrow.clam@0,DCsAppleMilk:defeatedcrow.clam,蛤蜊,false
cookingIce,1xitem.defeatedcrow.extraItems@4,DCsAppleMilk:defeatedcrow.condensedMilk,碎冰,false
cookingRice,1xtile.defeatedcrow.bowlBlock@0,DCsAppleMilk:defeatedcrow.bowlBlock,(煮熟)米饭,false
cookingRice,1xtile.defeatedcrow.bowlBlockJP@0,DCsAppleMilk:defeatedcrow.bowlJP,熟米饭(和风),false
cookingRice,1xitem.bambooFood@0,BambooMod:bambooFood,熟米饭,false
coreLapis,1xitem.essentialcraft:genItem@45,essentialcraft:genItem,青金石核心,false
cracktar,1xitem.oil_tar@1,hbm:item.oil_tar,裂化焦油,false
crafterWood,1xtile.workbench@0,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@1,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@2,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@3,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@4,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@5,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@6,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@7,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@8,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@9,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@10,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@11,Natura:Natura.workbench,工作台,false
crafterWood,1xtile.workbench@12,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@0,minecraft:crafting_table,工作台,false
craftingTableWood,1xtile.workbench@0,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@1,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@2,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@3,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@4,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@5,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@6,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@7,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@8,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@9,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@10,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@11,Natura:Natura.workbench,工作台,false
craftingTableWood,1xtile.workbench@12,Natura:Natura.workbench,工作台,false
craftingToolForgeHammer,1xic2.itemToolForgeHammer@32767,IC2:itemToolForgeHammer,(wildcard),true
craftingToolWireCutter,1xic2.itemToolCutter@32767,IC2:itemToolCutter,(wildcard),true
cropAllium,1xitem.dyePowder@13,minecraft:dye,品红色染料,false
cropAlmond,1xitem.almondItem@0,harvestcraft:almondItem,杏仁,false
cropApple,1xitem.apple@0,minecraft:apple,苹果,false
cropApricot,1xitem.apricotItem@0,harvestcraft:apricotItem,杏子,false
cropArtichoke,1xitem.artichokeItem@0,harvestcraft:artichokeItem,朝鲜蓟,false
cropAsparagus,1xitem.asparagusItem@0,harvestcraft:asparagusItem,芦笋,false
cropAurigold,1xitem.goldNugget@0,minecraft:gold_nugget,金粒,false
cropAvocado,1xitem.avocadoItem@0,harvestcraft:avocadoItem,鳄梨,false
cropBamboo,1xitem.grc.bamboo@0,Growthcraft|Bamboo:grc.bamboo,竹子,false
cropBambooshoot,1xtile.grc.bambooShoot@0,Growthcraft|Bamboo:grc.bambooShoot,竹笋,false
cropBambooshoot,1xitem.grc.bambooShootFood@0,Growthcraft|Bamboo:grc.bambooShootFood,竹笋,false
cropBambooshoot,1xitem.bambooshootItem@0,harvestcraft:bambooshootItem,竹笋,false
cropBanana,1xitem.bananaItem@0,harvestcraft:bananaItem,香蕉,false
cropBarley,1xitem.barleyItem@0,harvestcraft:barleyItem,大麦,false
cropBarley,1xitem.barleyFood@0,Natura:barleyFood,大麦,false
cropBean,1xitem.beanItem@0,harvestcraft:beanItem,大豆,false
cropBeet,1xitem.beetItem@0,harvestcraft:beetItem,甜菜,false
cropBeetroot,1xitem.beetItem@0,harvestcraft:beetItem,甜菜,false
cropBellpepper,1xitem.bellpepperItem@0,harvestcraft:bellpepperItem,甜椒,false
cropBlackberry,1xitem.berry@2,Natura:berry,黑莓,false
cropBlackberry,1xitem.blackberryItem@0,harvestcraft:blackberryItem,黑莓,false
cropBlightberry,1xitem.berry.nether@0,Natura:berry.nether,枯萎莓,false
cropBlueberry,1xitem.berry@1,Natura:berry,蓝莓,false
cropBlueberry,1xitem.blueberryItem@0,harvestcraft:blueberryItem,蓝莓,false
cropBotaniaBlack,1xitem.petal@15,Botania:petal,黑色神秘花瓣,false
cropBotaniaBlue,1xitem.petal@11,Botania:petal,蓝色神秘花瓣,false
cropBotaniaBrown,1xitem.petal@12,Botania:petal,棕色神秘花瓣,false
cropBotaniaCyan,1xitem.petal@9,Botania:petal,青色神秘花瓣,false
cropBotaniaGray,1xitem.petal@7,Botania:petal,灰色神秘花瓣,false
cropBotaniaGreen,1xitem.petal@13,Botania:petal,绿色神秘花瓣,false
cropBotaniaLightBlue,1xitem.petal@3,Botania:petal,淡蓝色神秘花瓣,false
cropBotaniaLightGray,1xitem.petal@8,Botania:petal,淡灰色神秘花瓣,false
cropBotaniaLime,1xitem.petal@5,Botania:petal,黄绿色神秘花瓣,false
